Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Dell,2 in 1 Convertible,8,2.67,2660.67,1,0,236376.92,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,4991.67,1,0,277254.12,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,1555.11,0,0,236376.92,Intel Core i5,1000,0,Intel,Linux/Others/No OS
HP,Notebook,8,2.5,3389.94,0,0,213149.14,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,2930.4,0,0,236376.92,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,6523.137,0,1,492872.2,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,5158.17,0,0,213149.14,AMD cpu,1000,256,AMD,Windows
Dell,Notebook,8,2.14,2447.7831,0,0,236376.92,Intel Core i7,0,256,AMD,Linux/Others/No OS
Lenovo,2 in 1 Convertible,16,1.36,8321.67,1,0,468217.16,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,2703.96,0,0,119661.8,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,2374.5231,0,0,119661.8,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,3659.67,0,0,213149.14,Intel Core i7,1000,128,AMD,Linux/Others/No OS
Acer,Notebook,8,2.2,2480.85,0,1,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,1628.37,0,0,148028.9,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,2827.17,0,0,213149.14,Intel Core i7,2000,0,Nvidia,Linux/Others/No OS
Lenovo,Notebook,6,2.8,2860.47,0,0,148028.9,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.25,1425.24,0,0,236376.92,Intel Core i3,1000,0,AMD,Linux/Others/No OS
Lenovo,Gaming,8,2.5,2760.57,0,1,236376.92,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,1928.07,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3.0,3166.83,0,1,236376.92,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,2194.47,1,1,236376.92,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,3653.01,0,1,236376.92,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,3253.41,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,3926.07,0,1,236376.92,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,2194.5033,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Linux/Others/No OS
Acer,Notebook,2,2.19,662.67,0,0,119661.8,Other Intel cpu,0,16,Intel,Linux/Others/No OS
Asus,Gaming,8,3.0,3952.71,0,0,213149.14,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,1628.37,0,0,148028.9,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.0,6090.57,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,2460.87,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,4325.67,0,1,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,3260.07,0,0,236376.92,Intel Core i7,0,256,Nvidia,Linux/Others/No OS
Dell,Workstation,16,3.42,9606.5838,0,0,213149.14,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,1661.67,0,0,236376.92,AMD cpu,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,4888.44,0,0,236376.92,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,1694.97,0,0,133337.42,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,7066.26,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,2161.17,0,0,148028.9,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,1828.17,0,0,119661.8,Intel Core i5,2000,0,Nvidia,Linux/Others/No OS
Asus,Gaming,8,2.5,4212.45,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,1198.7667,0,0,119661.8,Other Intel cpu,1000,0,Intel,Linux/Others/No OS
HP,2 in 1 Convertible,16,1.28,6576.75,1,0,277254.12,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,3473.19,0,1,236376.92,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,2727.27,0,0,236376.92,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,1561.77,0,0,236376.92,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,3326.67,0,1,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,8321.67,1,1,1108854.1,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,6989.67,0,1,236376.92,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,2.23,1561.77,0,0,236376.92,AMD cpu,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,915.75,1,0,160924.48,Other Intel cpu,0,0,Intel,Windows
Dell,Notebook,8,2.33,2810.52,0,0,236376.92,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,8155.17,1,1,1108854.1,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,1531.467,0,0,140355.19,Other Intel cpu,0,0,Intel,Linux/Others/No OS
HP,Notebook,8,1.95,3263.4,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,1615.05,0,0,160924.48,Other Intel cpu,0,0,Intel,Windows
HP,Notebook,8,1.48,4302.36,0,0,263391.44,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,1961.37,0,0,148028.9,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,3643.02,0,0,263391.44,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,3003.66,0,1,119661.8,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,2194.47,0,0,119661.8,AMD cpu,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,972.36,0,0,133337.42,Other Intel cpu,0,0,Intel,Windows
Acer,Notebook,6,2.23,1828.17,0,0,119661.8,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,3496.167,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,4445.55,0,0,294998.4,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,8787.869999999999,1,0,945369.25,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,3992.67,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,2.0,3140.19,0,1,236376.92,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,4442.22,0,0,263391.44,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,1.85,1495.17,0,0,236376.92,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,3326.67,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,4222.44,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,3493.17,0,1,236376.92,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.84,3809.52,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.0,915.7167,0,0,119661.8,Other Intel cpu,1000,0,Intel,Linux/Others/No OS
Dell,Notebook,8,2.0,3805.3575,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,915.417,0,0,119661.8,Other Intel cpu,500,0,Intel,Linux/Others/No OS
Lenovo,Notebook,12,2.2,2993.67,0,0,236376.92,AMD cpu,2000,0,AMD,Windows
HP,Notebook,8,2.1,2384.28,0,1,236376.92,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,6989.67,1,1,1060989.9,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,5258.07,0,0,277254.12,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,3759.57,0,1,236376.92,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,1.44,929.07,0,0,133337.42,Other Intel cpu,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,5354.5068,0,0,236376.92,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,1248.75,1,0,160924.48,Other Intel cpu,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,2207.79,0,0,236376.92,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,6751.3086,1,0,945369.25,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,4342.32,0,0,236376.92,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,4691.97,0,0,213149.14,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,2.6,5788.4391,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,4671.99,0,1,236376.92,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,3233.0969999999993,0,0,236376.92,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,2.2,1072.2267000000002,0,0,119661.8,Other Intel cpu,1000,0,Intel,Linux/Others/No OS
Dell,Gaming,8,2.65,3326.67,0,0,236376.92,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,1856.0421,1,0,119661.8,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,4751.91,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,1461.87,0,0,119661.8,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2.0,3146.85,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,2394.27,0,0,148028.9,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.86,2127.87,0,0,236376.92,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,1661.67,0,0,119661.8,Intel Core i3,0,256,Nvidia,Linux/Others/No OS
HP,Notebook,8,2.04,1295.37,0,0,119661.8,Other Intel cpu,2000,0,Intel,Windows
Dell,Notebook,8,2.8,3613.05,0,0,213149.14,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,2.4,2693.97,0,1,236376.92,Intel Core i5,1000,128,Nvidia,Linux/Others/No OS
Dell,Notebook,8,2.33,2993.67,0,0,236376.92,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,5827.5,0,1,263391.44,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,3659.67,1,0,236376.92,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,2.1,1418.58,0,0,119661.8,AMD cpu,0,128,AMD,Windows
Asus,Gaming,16,3.25,7322.67,0,1,213149.14,AMD cpu,1000,256,AMD,Windows
Lenovo,Notebook,4,2.6,1628.37,0,0,148028.9,AMD cpu,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,2893.8032999999996,1,0,277254.12,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,1628.3367,0,0,236376.92,AMD cpu,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,1841.49,0,1,160924.48,Other Intel cpu,0,128,Intel,Windows
Dell,Notebook,4,1.8,1028.97,0,0,119661.8,Other Intel cpu,500,0,Intel,Windows
Asus,Notebook,4,1.5,952.38,0,0,133337.42,Other Intel cpu,0,0,Intel,Windows
Acer,Notebook,8,2.4,2817.18,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Linux/Others/No OS
HP,Gaming,8,3.35,3966.03,0,1,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,1343.655,0,0,236376.92,Intel Core i3,0,128,Intel,Linux/Others/No OS
Asus,Gaming,8,2.3,5511.15,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,3659.67,0,1,263391.44,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,5823.837,1,0,277254.12,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,7599.06,0,1,468217.16,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,1828.17,0,1,277254.12,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,4558.7699999999995,0,0,236376.92,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2.0,7109.55,0,1,236376.92,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,8354.97,1,0,468217.16,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.0,3459.87,0,0,213149.14,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3.0,5298.03,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,2.2,2310.9867,0,1,119661.8,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,4492.17,0,0,213149.14,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,2593.6371,0,0,236376.92,Intel Core i7,0,256,AMD,Linux/Others/No OS
HP,Ultrabook,4,1.91,1661.67,0,0,236376.92,AMD cpu,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,4094.4348,0,1,236376.92,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,3123.54,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,9030.96,1,0,945369.25,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,8741.25,0,1,468217.16,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,1018.98,0,0,119661.8,Other Intel cpu,1000,0,Intel,Windows
Asus,Gaming,16,2.9,5091.57,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,3811.185,0,1,236376.92,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,2.5,2927.07,0,0,236376.92,Intel Core i7,0,256,Nvidia,Linux/Others/No OS
MSI,Gaming,16,2.8,7489.17,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,6237.09,0,0,263391.44,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,5817.51,0,0,277254.12,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,5594.4,0,0,263391.44,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,1361.97,0,0,236376.92,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,1013.8185,0,0,160924.48,Other Intel cpu,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,6410.25,0,0,236376.92,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,6470.19,0,1,468217.16,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,1561.77,0,0,236376.92,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,2627.4033,1,1,277254.12,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,3090.24,1,1,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,1994.337,0,0,236376.92,Intel Core i5,0,256,AMD,Linux/Others/No OS
Dell,Notebook,4,1.65,2294.37,0,0,140355.19,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,4995.0,0,0,263391.44,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,1798.0335,0,0,119661.8,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,4047.2154000000005,0,1,263391.44,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,6323.67,1,1,945369.25,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,1495.17,0,1,608741.44,Other Intel cpu,0,0,Intel,Windows
HP,Notebook,8,2.31,4751.91,0,0,236376.92,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,1988.01,0,0,236376.92,Intel Core i3,1000,0,Nvidia,Linux/Others/No OS
Dell,Gaming,16,4.42,9320.67,0,1,378904.03,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,3859.47,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.02,3804.192,0,0,236376.92,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,1.6,3659.67,0,0,263391.44,Intel Core i7,0,256,Intel,Linux/Others/No OS
HP,Gaming,12,3.35,6656.67,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,995.67,1,1,317886.22,Other Intel cpu,0,32,Intel,Windows
Samsung,Netbook,4,1.15,895.77,0,0,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Lenovo,Notebook,8,1.4,3363.3,0,1,277254.12,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,1994.67,0,1,263391.44,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,8141.85,0,1,945369.25,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,8155.17,0,0,236376.92,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,5644.35,0,0,213149.14,AMD cpu,1000,256,AMD,Windows
HP,Notebook,4,2.1,1155.51,0,0,119661.8,Other Intel cpu,500,0,Intel,Windows
Google,Ultrabook,16,1.1,7322.67,1,0,468422.75,Intel Core i7,0,512,Intel,Linux/Others/No OS
Lenovo,Ultrabook,24,1.32,7932.06,0,0,468217.16,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.0,1861.47,0,0,236376.92,Intel Core i5,0,256,Intel,Linux/Others/No OS
Lenovo,Notebook,8,2.8,1728.27,0,0,148028.9,AMD cpu,1000,0,AMD,Windows
Dell,Notebook,4,2.2,2494.17,0,0,236376.92,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,4758.57,0,1,294998.4,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,1162.17,0,0,236376.92,Other Intel cpu,0,128,Intel,Windows
HP,Gaming,8,2.2,3659.67,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,3926.07,0,0,263391.44,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,1471.194,0,0,119661.8,Intel Core i5,500,0,Intel,Linux/Others/No OS
Dell,Workstation,8,2.23,6636.69,0,0,236376.92,Other Intel cpu,1000,0,Nvidia,Windows
MSI,Gaming,8,2.2,3422.3742,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,8621.369999999999,1,0,377114.06,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,1961.37,0,0,119661.8,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,6576.75,0,1,236376.92,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,5108.22,0,1,236376.92,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,4478.849999999999,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,3260.07,0,0,236376.92,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,1595.07,1,0,160924.48,Other Intel cpu,500,0,Intel,Windows
Dell,Notebook,8,4.42,6813.18,0,1,213149.14,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,3293.37,1,0,377114.06,Other Intel cpu,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,5990.67,1,0,377114.06,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,2130.867,0,0,148028.9,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,1811.52,0,0,236376.92,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,1448.55,0,0,160924.48,Other Intel cpu,0,128,Intel,Windows
Asus,Notebook,8,2.37,2494.17,0,0,236376.92,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,2660.67,0,1,263391.44,Intel Core i7,0,512,AMD,Linux/Others/No OS
Lenovo,Notebook,8,2.67,6959.7,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2.0,1012.32,0,0,119661.8,Other Intel cpu,500,0,Intel,Windows
Acer,Notebook,4,2.2,1561.77,0,0,119661.8,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,2527.47,0,0,236376.92,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,5657.67,0,1,213149.14,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,6187.14,0,1,468217.16,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,6656.67,1,1,1108854.1,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,3842.82,0,0,236376.92,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,4245.75,1,0,468422.75,Intel Core i5,0,128,Intel,Linux/Others/No OS
Dell,Ultrabook,8,1.42,6133.3605,1,0,277254.12,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,4325.67,0,1,945369.25,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,1.79,2464.2,0,0,133337.42,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,8018.64,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,4542.12,0,0,263391.44,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,2247.75,0,0,236376.92,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,5567.76,0,1,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,4202.46,0,1,236376.92,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,1953.378,0,0,119661.8,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,2417.58,0,1,277254.12,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,828.8370000000001,0,0,236376.92,Other Intel cpu,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,1881.45,0,0,119661.8,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,3493.17,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,7785.54,0,1,236376.92,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,6323.67,0,0,236376.92,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,5987.34,0,1,294998.4,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,6493.5,0,0,294998.4,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,3369.9266999999995,0,1,236376.92,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,9320.67,1,0,277254.12,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,4495.5,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,2.2,1928.07,0,0,119661.8,AMD cpu,1000,0,AMD,Windows
Asus,Gaming,24,4.33,4225.7699999999995,1,1,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,3659.67,0,1,149337.92,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,2993.3369999999995,0,0,236376.92,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,5824.17,0,0,263391.44,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,3160.17,0,1,277254.12,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,3033.63,0,1,236376.92,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,1132.2,0,0,160924.48,Other Intel cpu,0,0,Intel,Windows
HP,Notebook,8,1.91,2061.2367,0,0,119661.8,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,5324.67,1,1,265286.34,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,995.67,0,0,133337.42,Other Intel cpu,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,882.45,0,0,160924.48,Other Intel cpu,0,16,Intel,Linux/Others/No OS
Lenovo,Notebook,8,1.44,3160.17,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,4075.92,0,0,236376.92,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,2.2,2041.29,0,1,236376.92,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,4405.59,0,1,277254.12,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,3826.17,0,1,236376.92,Intel Core i7,1000,256,Nvidia,Linux/Others/No OS
Dell,Ultrabook,8,1.29,2993.67,1,1,277254.12,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,2127.87,0,0,236376.92,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,2783.88,0,0,236376.92,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,4060.0691999999995,0,0,236376.92,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,1.95,4661.8335,0,1,236376.92,Intel Core i7,0,256,Nvidia,Linux/Others/No OS
Asus,Netbook,2,1.1,815.85,0,0,160924.48,Other Intel cpu,0,0,Intel,Windows
HP,Notebook,4,2.04,1736.4951,1,0,119661.8,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,9883.44,0,0,236376.92,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,2960.37,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,3.0,5008.32,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,4658.67,0,1,236376.92,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.32,4658.67,0,1,277254.12,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.64,4261.5009,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.63,2294.37,0,0,119661.8,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.8,2960.37,0,1,213149.14,Intel Core i5,1000,128,AMD,Linux/Others/No OS
Lenovo,Notebook,8,2.02,4462.2,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,2660.67,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,1528.47,0,0,119661.8,Intel Core i3,2000,0,Nvidia,Linux/Others/No OS
Dell,Notebook,4,2.3,1948.05,0,0,236376.92,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,1.9,4585.41,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
